ID,PredictedProb
416,0.7066741
418,0.7432204
419,0.867226
420,0.9911623
422,0.9012782
423,0.8920929
427,0.4782448
429,0.9814155
430,0.3420751
431,0.7330626
432,0.6479789
433,0.9061182
434,0.2596187
436,0.6831882
437,0.8626719
451,0.5449395
452,0.689983
454,0.6903335
457,0.8949497
458,0.9727248
460,0.6256526
461,0.941725
462,0.5915452
463,0.8251419
465,0.9594354
467,0.9779868
473,0.7243503
474,0.9219077
480,0.2257033
481,0.8512971
483,0.807937
484,0.5464089
485,0.4521992
487,0.7466299
490,0.9057891
491,0.8045766
492,0.3662951
496,0.9682902
497,0.6292374
498,0.6496108
499,0.7608934
501,0.7059649
502,0.9505697
503,0.8380058
506,0.9339797
507,0.747021
508,0.4854157
509,0.8295754
510,0.7994197
511,0.7380909
513,0.7091673
515,0.9746718
521,0.4739061
522,0.7758692
523,0.8648859
525,0.9203554
529,0.7174116
530,0.7647831
531,0.7211504
533,0.7263375
534,0.6580589
535,0.9769073
537,0.5745385
541,0.8803604
542,0.4476354
543,0.8611126
544,0.8492357
545,0.5786462
549,0.9632288
550,0.7919782
551,0.7486287
553,0.3874011
556,0.9218478
558,0.7028667
560,0.748095
563,0.5458598
564,0.9807581
567,0.2254632
572,0.7364102
573,0.9397389
577,0.9248312
583,0.8571486
584,0.7208081
585,0.7793743
586,0.7730483
588,0.9515676
590,0.8933283
591,0.7734682
593,0.9506131
594,0.6970958
597,0.830083
598,0.6990042
599,0.9720779
603,0.8823165
604,0.6241189
606,0.9826304
607,0.4079074
609,0.7852871
614,0.8580755
615,0.6716627
616,0.5662491
617,0.8296263
618,0.8858904
619,0.8376709
620,0.9026117
623,0.6853429
625,0.8349658
626,0.9115995
627,0.8783851
632,0.9295069
633,0.7074726
634,0.8755767
635,0.6112281
636,0.9855065
637,0.9480129
638,0.9080899
639,0.986273
642,0.5675514
643,0.8002665
644,0.9689356
645,0.1374337
646,0.7940284
650,0.9992659
653,0.4274314
654,0.6821209
655,0.740821
656,0.8701701
657,0.8419924
658,0.8889404
660,0.5001642
661,0.7623399
668,0.9041187
669,0.7276479
671,0.864772
672,0.9663981
676,0.9623975
678,0.9853062
680,0.9682601
682,0.9586445
684,0.8693155
685,0.7301704
686,0.6155419
687,0.6249948
694,0.3568189
696,0.4833002
697,0.7232716
699,0.5094327
702,0.9769705
707,0.8202893
708,0.8972864
712,0.95883
717,0.9791224
718,0.9382334
720,0.8625562
721,0.9196299
723,0.8701821
724,0.9221171
727,0.7367692
728,0.3101899
731,0.9402117
733,0.9832323
735,0.9760122
737,0.684434
738,0.7969901
740,0.746197
742,0.9677282
743,0.5209704
745,0.5854159
746,0.9333737
747,0.8654867
748,0.9768745
749,0.9104088
750,0.989841
753,0.6675487
755,0.8833669
756,0.8074993
758,0.5265637
760,0.8251314
762,0.9119261
763,0.9000634
765,0.9599408
767,0.8999622
768,0.973973
770,0.8673494
772,0.913044
773,0.8927533
774,0.5340917
775,0.8155897
777,0.4156598
778,0.8486502
780,0.6440434
782,0.8558992
783,0.9916835
786,0.633389
787,0.9645398
788,0.7140913
789,0.7384424
790,0.8704478
793,0.7719474
795,0.733752
807,0.8711666
809,0.7164325
810,0.9051264
811,0.770981
813,0.6658915
815,0.9432429
816,0.8039563
821,0.8507143
823,0.9814407
825,0.8938703
826,0.9026147
827,0.8915073
832,0.9286817
833,0.8806803
834,0.8771891
837,0.8911344
838,0.989083
839,0.4256627
843,0.5172436
844,0.8668287
845,0.7295217
846,0.9698797
848,0.6380661
850,0.7320146
851,0.9200049
852,0.6339915
855,0.8869794
856,0.9553003
861,0.683084
862,0.885733
863,0.9184228
864,0.8103524
865,0.8728615
867,0.7847924
868,0.9499046
869,0.9038506
873,0.6092726
875,0.7810338
877,0.9091696
879,0.6206111
880,0.9393765
881,0.7050484
882,0.9189887
883,0.9359605
887,0.8802177
888,0.2982117
890,0.979785
897,0.8749637
900,0.8164845
902,0.7420569
904,0.7588514
906,0.7214186
910,0.9765865
913,0.743201
914,0.6937439
915,0.6046981
918,0.2822764
920,0.9374867
923,0.9027143
926,0.947384
927,0.4743173
929,0.6426248
930,0.6891226
931,0.9571339
932,0.8992927
933,0.8173122
934,0.9159594
936,0.9163704
939,0.8101357
941,0.9507574
943,0.3018894
947,0.7077548
948,0.7694632
949,0.9890734
950,0.445581
951,0.8699443
952,0.5369737
953,0.9895329
956,0.8478742
961,0.814768
962,0.6711214
968,0.6958466
971,0.9626765
972,0.9450102
977,0.9665586
981,0.6788603
985,0.7990516
987,0.901803
989,0.9963961
993,0.9443609
994,0.3347952
997,0.9687694
998,0.5278907
999,0.3002108
1002,0.6730178
1003,0.9473775
1004,0.9414826
1005,0.8883324
1007,0.6239852
1008,0.6673351
1014,0.8414735
1016,0.8984441
1021,0.7291286
1023,0.9131665
1026,0.9498247
1028,0.8127235
1029,0.5768956
1030,0.782219
1031,0.8124975
1032,0.8957713
1033,0.9772462
1036,0.6996881
1037,0.9278206
1039,0.8415075
1046,0.982301
1047,0.8740391
1049,0.966119
1055,0.9033064
1057,0.5945888
1059,0.5476832
1060,0.6860997
1062,0.4568701
1063,0.8224917
1066,0.7870861
1067,0.9712043
1068,0.2887296
1070,0.8481002
1071,0.6029611
1073,0.800132
1074,0.7153068
1075,0.934645
1076,0.7213898
1077,0.9400233
1079,0.6357228
1083,0.5346726
1085,0.9897425
1087,0.8141795
1088,0.3701712
1089,0.711849
1092,0.791686
1095,0.8084878
1104,0.9757622
1106,0.9738242
1108,0.7348277
1110,0.5839741
1117,0.8303102
1118,0.6268395
1119,0.9530097
1121,0.8140789
1122,0.9259046
1124,0.6452884
1125,0.695858
1126,0.601993
1128,0.8282121
1129,0.7285829
1131,0.6248053
1132,0.6897589
1133,0.8394155
1134,0.3790814
1137,0.9514378
1138,0.4820789
1139,0.4967511
1140,0.7058069
1141,0.8826498
1143,0.8746556
1144,0.8621551
1145,0.6818007
1146,0.8978277
1147,0.8987018
1149,0.7299816
1151,0.9592594
1154,0.5877064
1156,0.465064
1158,0.8762789
1165,0.8084618
1166,0.3800854
1167,0.5346511
1168,0.4699376
1169,0.5388447
1171,0.7760761
1173,0.3834699
1175,0.7271656
1181,0.5079011
1182,0.5502752
1184,0.7991566
1187,0.8654092
1189,0.9744536
1190,0.4922615
1193,0.4951383
1194,0.9077511
1196,0.9057538
1202,0.9028032
1203,0.8337113
1206,0.887947
1209,0.906909
1211,0.7385584
1212,0.2407723
1215,0.7940147
1216,0.3250435
1220,0.6460932
1222,0.9364692
1223,0.8996894
1224,0.6270802
1227,0.8965906
1229,0.4143581
1230,0.6185121
1233,0.842643
1236,0.5126552
1242,0.9228529
1245,0.7582539
1246,0.9517838
1249,0.8653384
1250,0.9543576
1253,0.969658
1258,0.7205551
1259,0.5021617
1262,0.9628797
1263,0.7661051
1265,0.9513177
1266,0.8661637
1267,0.9530545
1268,0.7840865
1269,0.7143714
1270,0.6605991
1271,0.9594976
1272,0.9603599
1276,0.9330867
1277,0.8981915
1279,0.7395206
1280,0.619002
1283,0.6600337
1285,0.8560459
1286,0.9305198
1290,0.8188142
1293,0.6911713
1295,0.4411752
1297,0.9166564
1299,0.9212805
1300,0.9874895
1301,0.7347832
1302,0.8926088
1303,0.928872
1304,0.8823575
1305,0.611591
1306,0.8280848
1307,0.6822951
1308,0.9844608
1309,0.6028595
1312,0.748685
1313,0.7126195
1314,0.7476099
1316,0.9022447
1318,0.4823766
1319,0.8167617
1320,0.6249489
1322,0.9312591
1323,0.4481958
1325,0.5249514
1329,0.5744213
1330,0.4991659
1334,0.4667171
1337,0.9860661
1340,0.7896759
1341,0.5450451
1342,0.5588392
1347,0.7536722
1349,0.8131216
1350,0.5424555
1355,0.9215358
1356,0.8338405
1357,0.7265754
1358,0.9170835
1359,0.78845
1361,0.4458405
1363,0.4234187
1366,0.7244943
1367,0.946318
1370,0.9545252
1375,0.9177324
1377,0.8988872
1379,0.8701774
1381,0.3303088
1382,0.9208288
1385,0.7782968
1387,0.6288893
1389,0.7705028
1392,0.8841853
1393,0.5964735
1395,0.8501351
1396,0.6878866
1399,0.1945986
1400,0.2269193
1401,0.909227
1402,0.9507097
1405,0.5609847
1407,0.8320614
1409,0.9502992
1413,0.3014626
1414,0.6581973
1415,0.9439273
1417,0.4084709
1421,0.1361921
1422,0.8753059
1423,0.2491529
1425,0.81239
1426,0.4058448
1428,0.7844449
1429,0.9823006
1430,0.2779539
1431,0.503588
1433,0.9785078
1435,0.8865984
1436,0.9145885
1438,0.9090011
1439,0.8662634
1442,0.9834282
1448,0.7091775
1449,0.4846445
1451,0.6824588
1453,0.6968604
1455,0.8246374
1456,0.6730256
1458,0.9005143
1459,0.9022239
1463,0.9810405
1466,0.7602075
1468,0.9722644
1471,0.8331281
1472,0.9766191
1473,0.6534372
1474,0.9585478
1476,0.6785089
1477,0.7655513
1478,0.9170413
1479,0.7445096
1481,0.3464423
1482,0.968792
1487,0.5299735
1490,0.9181603
1493,0.4894376
1494,0.7692823
1495,0.9737192
1496,0.8377533
1497,0.7482012
1498,0.7177427
1499,0.9493504
1500,0.9221392
1505,0.6681869
1507,0.6534202
1508,0.77467
1510,0.8803386
1511,0.9454958
1513,0.4782505
1514,0.7198091
1518,0.8748547
1519,0.3218258
1520,0.7602786
1522,0.7844976
1523,0.7899507
1524,0.7009077
1527,0.916323
1528,0.7748749
1529,0.6205102
1530,0.7253266
1532,0.7822137
1534,0.4102999
1536,0.9917477
1537,0.7172645
1540,0.4501196
1543,0.4878034
1546,0.913044
1549,0.6804255
1553,0.9102752
1558,0.7658199
1560,0.8511875
1561,0.87409
1562,0.6818601
1565,0.5108379
1573,0.3813653
1576,0.8179031
1577,0.8897395
1579,0.2776064
1580,0.9581752
1581,0.6084434
1582,0.211162
1584,0.7774537
1586,0.5213003
1588,0.809122
1589,0.4435439
1595,0.7599882
1598,0.2757916
1599,0.9826463
1600,0.5734668
1605,0.7542642
1609,0.6106298
1610,0.6532663
1615,0.5510504
1617,0.9202613
1619,0.7658567
1621,0.8168114
1622,0.1841469
1628,0.885995
1629,0.9485179
1630,0.8608835
1631,0.8347213
1633,0.8765223
1636,0.5530553
1637,0.7496504
1638,0.999901
1643,0.8261717
1644,0.8217902
1645,0.907069
1646,0.7533221
1647,0.8023058
1648,0.8735589
1650,0.5715025
1651,0.7410571
1652,0.9191191
1654,0.963012
1655,0.9826831
1657,0.9755983
1658,0.9836967
1663,0.2269159
1665,0.9740831
1666,0.7450947
1669,0.91591
1675,0.8425156
1678,0.862714
1679,0.7184164
1680,0.6248919
1681,0.7947387
1684,0.9203825
1687,0.4698596
1688,0.8649309
1692,0.9040259
1694,0.9043946
1695,0.8145067
1696,0.9614393
1697,0.5312926
1698,0.6625059
1699,0.9571493
1700,0.08452802
1701,0.8345213
1704,0.6760715
1705,0.6661399
1706,0.8179346
1708,0.9742148
1709,0.7990143
1712,0.2609984
1713,0.7563235
1715,0.5362656
1718,0.8887334
1720,0.9801417
1721,0.6108696
1724,0.7943075
1725,0.790518
1726,0.05284374
1728,0.9276584
1729,0.8744036
1738,0.5324682
1739,0.8430742
1741,0.8386231
1743,0.9097222
1745,0.3267698
1750,0.890241
1751,0.8155713
1753,0.8777644
1755,0.5232684
1757,0.8003338
1758,0.5620715
1759,0.662785
1762,0.9524973
1763,0.5785887
1767,0.9683709
1769,0.4539444
1770,0.9648299
1778,0.8479561
1781,0.817201
1784,0.8650242
1786,0.7090129
1787,0.8779834
1788,0.917576
1789,0.9355081
1790,0.642586
1794,0.3151929
1795,0.7495373
1797,0.9222924
1801,0.8672248
1802,0.6768146
1809,0.9597073
1810,0.9484888
1811,0.8283355
1816,0.928461
1817,0.6481784
1818,0.4254399
1820,0.5278616
1821,0.4133489
1822,0.604573
1823,0.9161179
1829,0.7575256
1833,0.801103
1834,0.8620997
1836,0.8322038
1837,0.9265316
1839,0.7729821
1842,0.7368357
1845,0.9591012
1849,0.9212888
1851,0.8556804
1852,0.5014299
1853,0.6302937
1855,0.5167702
1856,0.888531
1857,0.8904163
1859,0.8623065
1860,0.6514283
1861,0.9301384
1862,0.9190552
1864,0.9666739
1865,0.8515986
1869,0.7844038
1871,0.6560886
1872,0.9690501
1873,0.50787
1874,0.5104215
1875,0.5751483
1878,0.8351559
1879,0.8533615
1880,0.5414928
1882,0.9217548
1887,0.9551867
1893,0.4744453
1896,0.8321855
1900,0.7602575
1902,0.8618274
1904,0.9134715
1906,0.5819468
1907,0.9192558
1909,0.8107571
1911,0.7270044
1913,0.2339805
1915,0.7880794
1917,0.4732931
1918,0.5743346
1919,0.4471095
1921,0.7445119
1922,0.9709372
1923,0.9936356
1926,0.6954431
1927,0.3617191
1928,0.9630323
1929,0.8964876
1931,0.7919004
1932,0.8120747
1938,0.9717925
1940,0.209094
1941,0.7409195
1942,0.3856001
1944,0.1942093
1948,0.4567258
1949,0.7541794
1951,0.9971373
1953,0.8402629
1954,0.7680811
1955,0.9878704
1956,0.8066778
1957,0.9433614
1958,0.9574513
1959,0.9210288
1961,0.9133907
1962,0.8968338
1965,0.6272992
1969,0.738904
1971,0.7075865
1978,0.9036556
1982,0.9690062
1984,0.7724522
1985,0.8538616
1986,0.691774
1987,0.7507997
1988,0.7942332
1989,0.7431006
1990,0.5155213
1991,0.8985284
1993,0.9319529
1994,0.8337894
1999,0.7806278
2000,0.936882
2001,0.6446829
2002,0.9517602
2003,0.5403973
2004,0.6327993
2008,0.9395462
2011,0.9419748
2013,0.9104263
2017,0.9914408
2020,0.9550601
2021,0.9426508
2024,0.8954808
2026,0.4255535
2031,0.7745759
2035,0.7558355
2039,0.9368088
2040,0.9606332
2044,0.8658386
2045,0.8794686
2046,0.8432735
2047,0.5266974
2048,0.8273876
2052,0.7938187
2053,0.6831373
2054,0.6308619
2055,0.7332964
2058,0.8311049
2059,0.5844975
2060,0.4788033
2063,0.7850142
2064,0.8179755
2065,0.9838963
2066,0.7464436
2070,0.3058357
2073,0.91397
2076,0.8929176
2077,0.2090142
2078,0.9018149
2082,0.9090392
2084,0.5395031
2086,0.8704127
2088,0.8853637
2090,0.8721121
2091,0.9717545
2095,0.468488
2097,0.9704166
2101,0.8635781
2102,0.5015373
2105,0.7196244
2106,0.8473453
2107,0.8916202
2110,0.8952064
2113,0.9793725
2114,0.8820416
2115,0.8847545
2118,0.7236697
2119,0.7581391
2120,0.4734927
2122,0.5595328
2128,0.9670156
2129,0.9331084
2132,0.8389512
2136,0.8470925
2139,0.9498467
2140,0.4663411
2141,0.5461569
2142,0.7748411
2143,0.8108319
2146,0.3483731
2147,0.9256295
2148,0.8557
2151,0.7487997
2153,0.8851293
2154,0.9793787
2156,0.2759846
2161,0.9117332
2162,0.8129111
2163,0.9481337
2164,0.9006461
2165,0.9366656
2168,0.9706105
2169,0.7764915
2175,0.9921508
2176,0.8547014
2177,0.8200795
2178,0.4774182
2182,0.8617269
2184,0.3974116
2191,0.9240437
2193,0.8942979
2194,0.9384274
2196,0.9877125
2198,0.4124797
2199,0.5938005
2200,0.5628797
2202,0.9622143
2209,0.920125
2213,0.2797927
2217,0.9506282
2218,0.560666
2224,0.7321274
2225,0.3121475
2231,0.8385347
2233,0.7759654
2234,0.864256
2235,0.4982001
2237,0.8854229
2238,0.5623787
2240,0.6234909
2242,0.7802175
2244,0.6375838
2246,0.8263192
2247,0.6225553
2248,0.9741235
2249,0.9424288
2250,0.9451125
2252,0.6621471
2254,0.6893273
2257,0.6874514
2258,0.4310994
2262,0.7200937
2265,0.8425712
2268,0.9288109
2270,0.8072113
2280,0.9281444
2281,0.9052218
2283,0.9666401
2285,0.5263518
2289,0.9305211
2290,0.4273133
2291,0.8190329
2293,0.8336149
2294,0.7598427
2295,0.8740513
2300,0.7206987
2304,0.9332038
2307,0.4613969
2310,0.976665
2312,0.9426164
2313,0.3263244
2318,0.707823
2319,0.982843
2322,0.8681665
2324,0.7970197
2326,0.9414201
2328,0.858209
2331,0.6507947
2334,0.1638766
2335,0.4245555
2336,0.9313333
2339,0.9099929
2340,0.8995055
2341,0.9765591
2344,0.9672593
2349,0.9481811
2352,0.9363677
2353,0.9719684
2357,0.4984321
2362,0.8334905
2364,0.9342314
2365,0.5984082
2366,0.4361071
2367,0.5147576
2368,0.8614257
2370,0.9723139
2373,0.6048468
2375,0.305644
2376,0.9738727
2377,0.9676586
2382,0.9182612
2384,0.4740503
2385,0.7343044
2388,0.7351335
2389,0.7275805
2390,0.8096532
2391,0.940915
2393,0.8005314
2396,0.8691857
2397,0.6015552
2398,0.8672105
2399,0.8593366
2400,0.9206184
2401,0.3540839
2402,0.9633916
2404,0.5302467
2406,0.9536764
2408,0.5451428
2409,0.8691275
2410,0.6557486
2411,0.9334179
2413,0.7164303
2415,0.8577573
2417,0.935918
2422,0.9465918
2423,0.319947
2424,0.8825347
2426,0.9685127
2429,0.913431
2430,0.5748607
2432,0.696063
2433,0.97347
2436,0.9876365
2437,0.8343036
2438,0.828208
2439,0.8394554
2440,0.5996991
2444,0.7478347
2445,0.4644108
2446,0.3660116
2454,0.8196994
2455,0.870299
2456,0.9512891
2458,0.4004478
2459,0.6558116
2460,0.6605297
2461,0.9451741
2462,0.7989965
2464,0.5549167
2465,0.9415399
2467,0.9586706
2468,0.9384479
2474,0.5859032
2480,0.664241
2481,0.4906845
2484,0.9388192
2485,0.659286
2486,0.7943037
2487,0.7397698
2491,0.9234329
2493,0.7165785
2496,0.8388471
2497,0.8827839
2501,0.8834265
2504,0.8620234
2505,0.5011352
2506,0.8586047
2508,0.9482013
2509,0.3492215
2513,0.7690423
2516,0.9276236
2520,0.7210412
2521,0.6125203
2523,0.8390133
2524,0.8420971
2526,0.9874436
2528,0.8131612
2529,0.8412818
2530,0.8938022
2531,0.9476343
2532,0.913041
2536,0.3451557
2537,0.6305043
2540,0.9669598
2541,0.7265196
2542,0.7902698
2543,0.6080165
2546,0.7612685
2547,0.7882968
2550,0.462837
2551,0.9066958
2555,0.7300702
2556,0.8969662
2558,0.9469063
2559,0.9325453
2560,0.6408624
2562,0.9772088
2563,0.4849188
2564,0.8832903
2565,0.5882602
2568,0.8506604
2569,0.7737848
2570,0.5927864
2572,0.8648747
2573,0.8967874
2574,0.7288267
2575,0.9143975
2576,0.7830069
2582,0.8442163
2583,0.3326093
2586,0.6084825
2590,0.5638815
2591,0.700685
2592,0.9286415
2593,0.9470135
2595,0.8541821
2596,0.9845437
2597,0.738926
2598,0.6091906
2600,0.964901
2601,0.8839104
2603,0.3103583
2604,0.7981916
2605,0.9757577
2606,0.9920072
2608,0.8271823
2609,0.8983213
2610,0.5493683
2611,0.7982701
2614,0.9828645
2615,0.9211695
2616,0.6155192
2618,0.7714009
2620,0.8450311
2623,0.6127393
2624,0.9874014
2625,0.8134315
2627,0.8131722
2629,0.8488056
2630,0.9151603
2631,0.9597348
2632,0.9237265
2633,0.9115971
2634,0.8384182
2635,0.8372736
2636,0.944457
2637,0.6315454
2638,0.9972748
2641,0.4628009
2643,0.7363556
2644,0.05675885
2647,0.902266
2648,0.8432595
2649,0.9710658
2651,0.3222893
2654,0.845805
2655,0.8963805
2656,0.9811973
2659,0.1826077
2661,0.895161
2662,0.4927623
2664,0.9626932
2665,0.2517802
2666,0.8789332
2667,0.9227338
2668,0.9360391
2671,0.321396
2673,0.9441248
2676,0.6098839
2678,0.7384189
2680,0.9597158
2681,0.9851584
2683,0.6439035
2687,0.4313322
2688,0.8965257
2689,0.8789463
2691,0.8330442
2693,0.9572615
2695,0.9266912
2697,0.7747291
2699,0.9279713
2701,0.4948488
2702,0.7281952
2703,0.6844942
2706,0.8157472
2707,0.9361054
2708,0.9822778
2709,0.9108923
2714,0.8140462
2715,0.6338485
2716,0.7781585
2717,0.9603606
2719,0.9304976
2721,0.883137
2722,0.8563342
2723,0.5359434
2724,0.5969638
2727,0.9783972
2730,0.7864299
2731,0.7517403
2736,0.9035038
2738,0.8691702
2740,0.9399421
2744,0.7880166
2745,0.6457443
2748,0.7055136
2749,0.3379071
2750,0.5631424
2751,0.3949313
2752,0.373432
2754,0.9607305
2755,0.9100092
2756,0.91595
2757,0.9359158
2758,0.8354663
2759,0.9529267
2760,0.9726923
2761,0.3712447
2762,0.7783127
2763,0.9170216
2764,0.6127898
2765,0.9179882
2768,0.4680373
2769,0.2778554
2770,0.3515577
2776,0.9114871
2778,0.9883412
2788,0.7587724
2789,0.9078488
2791,0.6096999
2792,0.4946174
2793,0.9197317
2797,0.8610241
2799,0.9847624
2800,0.9892063
2801,0.8165355
2805,0.886784
2806,0.8283485
2807,0.3457622
2808,0.617134
2811,0.9891322
2820,0.7130438
2822,0.9129814
2824,0.8988842
2826,0.9412999
2827,0.8657254
2828,0.8687815
2829,0.6450379
2832,0.6600506
2835,0.9553376
2836,0.8217187
2839,0.8094988
2840,0.8384787
2841,0.8243526
2843,0.7302899
2849,0.3162346
2850,0.7965064
2854,0.7491416
2856,0.8976237
2857,0.9211322
2859,0.8847108
2860,0.9860245
2863,0.9473819
2864,0.6724091
2865,0.6639
2870,0.9292
2871,0.2450503
2872,0.7166986
2873,0.8558379
2874,0.8086466
2876,0.9595592
2877,0.3432813
2878,0.9489994
2880,0.8320893
2882,0.7782335
2884,0.5096031
2885,0.704207
2886,0.7586547
2887,0.6813266
2894,0.8604596
2897,0.7348666
2900,0.9921258
2903,0.9452508
2904,0.9507959
2906,0.7112751
2908,0.7742155
2909,0.8506748
2910,0.3818506
2911,0.3716164
2912,0.7585108
2913,0.9156737
2915,0.5816702
2916,0.4183025
2918,0.8385181
2924,0.6860478
2925,0.8533236
2928,0.9510865
2929,0.4666964
2934,0.9672569
2935,0.6631636
2938,0.6582451
2940,0.784995
2941,0.4523326
2942,0.8652533
2944,0.896069
2946,0.8363657
2947,0.716702
2948,0.7293933
2950,0.8309571
2952,0.9452701
2953,0.9692778
2954,0.8629265
2956,0.757816
2958,0.6742554
2959,0.7498617
2961,0.8093048
2963,0.9206117
2965,0.9093786
2967,0.7449568
2971,0.6689045
2973,0.9697774
2974,0.4858127
2980,0.8326851
2982,0.7774556
2983,0.4213247
2986,0.8674025
2987,0.6637304
2988,0.7406952
2993,0.9073361
2995,0.4568177
2998,0.3733177
3003,0.8571128
3005,0.7589642
3006,0.6001076
3007,0.9076391
3011,0.7074092
3013,0.9199802
3014,0.1020582
3019,0.6348038
3020,0.9543466
3022,0.6757907
3023,0.6203123
3024,0.8253295
3025,0.9151017
3027,0.8274252
3029,0.9411265
3030,0.8377398
3031,0.8883385
3032,0.9472064
3033,0.6183401
3037,0.9237413
3041,0.5716153
3042,0.7717339
3044,0.9235979
3045,0.7550648
3048,0.7578626
3049,0.9390863
3053,0.908728
3055,0.8057151
3057,0.9160195
3058,0.665997
3059,0.6600454
3060,0.2474003
3061,0.955614
3063,0.9403236
3064,0.8713495
3065,0.523619
3066,0.9442788
3067,0.5258936
3068,0.9530702
3069,0.848632
3070,0.9039682
3071,0.8474345
3072,0.8409743
3075,0.866313
3077,0.8454864
3080,0.929653
3081,0.9608013
3082,0.941213
3083,0.9650285
3086,0.914036
3089,0.8472628
3090,0.804463
3091,0.8704516
3092,0.9154532
3093,0.9560086
3094,0.9231066
3097,0.9975405
3099,0.6493915
3102,0.9430336
3103,0.8107276
3105,0.9872695
3106,0.9101214
3107,0.7841158
3108,0.8973222
3109,0.2591229
3114,0.7122897
3116,0.4179518
3117,0.7499022
3119,0.898665
3121,0.6371826
3123,0.9021303
3124,0.9968644
3125,0.8735724
3126,0.4770987
3128,0.7010767
3129,0.8770629
3130,0.504778
3131,0.9686238
3132,0.8107251
3133,0.7134565
3134,0.6327892
3135,0.5529038
3136,0.8754603
3137,0.9082735
3140,0.9458062
3141,0.9028803
3143,0.5806392
3144,0.8314076
3145,0.6789447
3147,0.4975578
3149,0.9047191
3151,0.5824158
3154,0.4450499
3156,0.8365059
3157,0.7923117
3158,0.5566148
3160,0.8872018
3161,0.8874963
3162,0.9637912
3164,0.8909802
3165,0.7595558
3168,0.5174166
3171,0.8987459
3173,0.7795207
3174,0.9406443
3175,0.473506
3176,0.9732186
3177,0.6531058
3178,0.280771
3181,0.714476
3182,0.5618398
3186,0.9796014
3188,0.8671285
3190,0.9187066
3192,0.9999997
3194,0.6466451
3195,0.8605838
3197,0.7294119
3198,0.865939
3202,0.7027913
3203,0.8208642
3204,0.8471539
3207,0.648489
3208,0.7465599
3209,0.6901762
3210,0.7680175
3212,0.5058797
3213,0.9247307
3214,0.9314736
3219,0.7996865
3222,0.9373072
3224,0.5058093
3227,0.5454949
3229,0.7192649
3230,0.5127875
3231,0.4583637
3232,0.5671182
3233,0.9042627
3234,0.9552411
