bestAnswer,score
0,4.274314E-1
1,6.821209E-1
1,7.40821E-1
1,8.701701E-1
1,8.419924E-1
1,8.889404E-1
1,5.001642E-1
1,7.623399E-1
1,9.041187E-1
1,7.276479E-1
1,8.64772E-1
1,9.663981E-1
1,9.623975E-1
1,9.853062E-1
1,9.682601E-1
1,9.586445E-1
1,8.693155E-1
1,7.301704E-1
1,6.155419E-1
1,6.249948E-1
0,3.568189E-1
0,4.833002E-1
1,7.232716E-1
1,5.094327E-1
1,9.769705E-1
1,8.202893E-1
1,8.972864E-1
1,9.5883E-1
1,9.791224E-1
1,9.382334E-1
1,8.625562E-1
1,9.196299E-1
1,8.701821E-1
1,9.221171E-1
1,7.367692E-1
0,3.101899E-1
1,9.402117E-1
1,9.832323E-1
1,9.760122E-1
1,6.84434E-1
1,7.969901E-1
1,7.46197E-1
1,9.677282E-1
1,5.209704E-1
1,5.854159E-1
1,9.333737E-1
1,8.654867E-1
1,9.768745E-1
1,9.104088E-1
1,9.89841E-1
1,6.675487E-1
1,8.833669E-1
1,8.074993E-1
1,5.265637E-1
1,8.251314E-1
1,9.119261E-1
1,9.000634E-1
1,9.599408E-1
1,8.999622E-1
1,9.73973E-1
1,8.673494E-1
1,9.13044E-1
1,8.927533E-1
1,5.340917E-1
1,8.155897E-1
0,4.156598E-1
1,8.486502E-1
1,6.440434E-1
1,8.558992E-1
1,9.916835E-1
1,6.33389E-1
1,9.645398E-1
1,7.140913E-1
1,7.384424E-1
1,8.704478E-1
1,7.719474E-1
1,7.33752E-1
1,8.711666E-1
1,7.164325E-1
1,9.051264E-1
1,7.70981E-1
1,6.658915E-1
1,9.432429E-1
1,8.039563E-1
1,8.507143E-1
1,9.814407E-1
1,8.938703E-1
1,9.026147E-1
1,8.915073E-1
1,9.286817E-1
1,8.806803E-1
1,8.771891E-1
1,8.911344E-1
1,9.89083E-1
0,4.256627E-1
1,5.172436E-1
1,8.668287E-1
1,7.295217E-1
1,9.698797E-1
1,6.380661E-1
1,7.320146E-1
1,9.200049E-1
1,6.339915E-1
1,8.869794E-1
1,9.553003E-1
1,6.83084E-1
1,8.85733E-1
1,9.184228E-1
1,8.103524E-1
1,8.728615E-1
1,7.847924E-1
1,9.499046E-1
1,9.038506E-1
1,6.092726E-1
1,7.810338E-1
1,9.091696E-1
1,6.206111E-1
1,9.393765E-1
1,7.050484E-1
1,9.189887E-1
1,9.359605E-1
1,8.802177E-1
0,2.982117E-1
1,9.79785E-1
1,8.749637E-1
1,8.164845E-1
1,7.420569E-1
1,7.588514E-1
1,7.214186E-1
1,9.765865E-1
1,7.43201E-1
1,6.937439E-1
1,6.046981E-1
0,2.822764E-1
1,9.374867E-1
1,9.027143E-1
1,9.47384E-1
0,4.743173E-1
1,6.426248E-1
1,6.891226E-1
1,9.571339E-1
1,8.992927E-1
1,8.173122E-1
1,9.159594E-1
1,9.163704E-1
1,8.101357E-1
1,9.507574E-1
0,3.018894E-1
1,7.077548E-1
1,7.694632E-1
1,9.890734E-1
0,4.45581E-1
1,8.699443E-1
1,5.369737E-1
1,9.895329E-1
1,8.478742E-1
1,8.14768E-1
1,6.711214E-1
1,6.958466E-1
1,9.626765E-1
1,9.450102E-1
1,9.665586E-1
1,6.788603E-1
1,7.990516E-1
1,9.01803E-1
1,9.963961E-1
1,9.443609E-1
0,3.347952E-1
1,9.687694E-1
1,5.278907E-1
0,3.002108E-1
1,6.730178E-1
1,9.473775E-1
1,9.414826E-1
1,8.883324E-1
1,6.239852E-1
1,6.673351E-1
1,8.414735E-1
1,8.984441E-1
1,7.291286E-1
1,9.131665E-1
1,9.498247E-1
1,8.127235E-1
1,5.768956E-1
1,7.82219E-1
1,8.124975E-1
1,8.957713E-1
1,9.772462E-1
1,6.996881E-1
1,9.278206E-1
1,8.415075E-1
1,9.82301E-1
1,8.740391E-1
1,9.66119E-1
1,9.033064E-1
1,5.945888E-1
1,5.476832E-1
1,6.860997E-1
0,4.568701E-1
1,8.224917E-1
1,7.870861E-1
1,9.712043E-1
0,2.887296E-1
1,8.481002E-1
1,6.029611E-1
1,8.00132E-1
1,7.153068E-1
1,9.34645E-1
1,7.213898E-1
1,9.400233E-1
1,6.357228E-1
1,5.346726E-1
1,9.897425E-1
1,8.141795E-1
0,3.701712E-1
1,7.11849E-1
1,7.91686E-1
1,8.084878E-1
1,9.757622E-1
1,9.738242E-1
1,7.348277E-1
1,5.839741E-1
1,8.303102E-1
1,6.268395E-1
1,9.530097E-1
1,8.140789E-1
1,9.259046E-1
1,6.452884E-1
1,6.95858E-1
1,6.01993E-1
1,8.282121E-1
1,7.285829E-1
1,6.248053E-1
1,6.897589E-1
1,8.394155E-1
0,3.790814E-1
1,9.514378E-1
0,4.820789E-1
0,4.967511E-1
1,7.058069E-1
1,8.826498E-1
1,8.746556E-1
1,8.621551E-1
1,6.818007E-1
1,8.978277E-1
1,8.987018E-1
1,7.299816E-1
1,9.592594E-1
1,5.877064E-1
0,4.65064E-1
1,8.762789E-1
1,8.084618E-1
0,3.800854E-1
1,5.346511E-1
0,4.699376E-1
1,5.388447E-1
1,7.760761E-1
0,3.834699E-1
1,7.271656E-1
1,5.079011E-1
1,5.502752E-1
1,7.991566E-1
1,8.654092E-1
1,9.744536E-1
0,4.922615E-1
0,4.951383E-1
1,9.077511E-1
1,9.057538E-1
1,9.028032E-1
1,8.337113E-1
1,8.87947E-1
1,9.06909E-1
1,7.385584E-1
0,2.407723E-1
1,7.940147E-1
0,3.250435E-1
1,6.460932E-1
1,9.364692E-1
1,8.996894E-1
1,6.270802E-1
1,8.965906E-1
0,4.143581E-1
1,6.185121E-1
1,8.42643E-1
1,5.126552E-1
1,9.228529E-1
1,7.582539E-1
1,9.517838E-1
1,8.653384E-1
1,9.543576E-1
1,9.69658E-1
1,7.205551E-1
1,5.021617E-1
1,9.628797E-1
1,7.661051E-1
1,9.513177E-1
1,8.661637E-1
1,9.530545E-1
1,7.840865E-1
1,7.143714E-1
1,6.605991E-1
1,9.594976E-1
1,9.603599E-1
1,9.330867E-1
1,8.981915E-1
1,7.395206E-1
1,6.19002E-1
1,6.600337E-1
1,8.560459E-1
1,9.305198E-1
1,8.188142E-1
1,6.911713E-1
0,4.411752E-1
1,9.166564E-1
1,9.212805E-1
1,9.874895E-1
1,7.347832E-1
1,8.926088E-1
1,9.28872E-1
1,8.823575E-1
1,6.11591E-1
1,8.280848E-1
1,6.822951E-1
1,9.844608E-1
1,6.028595E-1
1,7.48685E-1
1,7.126195E-1
1,7.476099E-1
1,9.022447E-1
0,4.823766E-1
1,8.167617E-1
1,6.249489E-1
1,9.312591E-1
0,4.481958E-1
1,5.249514E-1
1,5.744213E-1
0,4.991659E-1
0,4.667171E-1
1,9.860661E-1
1,7.896759E-1
1,5.450451E-1
1,5.588392E-1
1,7.536722E-1
1,8.131216E-1
1,5.424555E-1
1,9.215358E-1
1,8.338405E-1
1,7.265754E-1
1,9.170835E-1
1,7.8845E-1
0,4.458405E-1
0,4.234187E-1
1,7.244943E-1
1,9.46318E-1
1,9.545252E-1
1,9.177324E-1
1,8.988872E-1
1,8.701774E-1
0,3.303088E-1
1,9.208288E-1
1,7.782968E-1
1,6.288893E-1
1,7.705028E-1
1,8.841853E-1
1,5.964735E-1
1,8.501351E-1
1,6.878866E-1
0,1.945986E-1
0,2.269193E-1
1,9.09227E-1
1,9.507097E-1
1,5.609847E-1
1,8.320614E-1
1,9.502992E-1
0,3.014626E-1
1,6.581973E-1
1,9.439273E-1
0,4.084709E-1
0,1.361921E-1
1,8.753059E-1
0,2.491529E-1
1,8.1239E-1
0,4.058448E-1
1,7.844449E-1
1,9.823006E-1
0,2.779539E-1
1,5.03588E-1
1,9.785078E-1
1,8.865984E-1
1,9.145885E-1
1,9.090011E-1
1,8.662634E-1
1,9.834282E-1
1,7.091775E-1
0,4.846445E-1
1,6.824588E-1
1,6.968604E-1
1,8.246374E-1
1,6.730256E-1
1,9.005143E-1
1,9.022239E-1
1,9.810405E-1
1,7.602075E-1
1,9.722644E-1
1,8.331281E-1
1,9.766191E-1
1,6.534372E-1
1,9.585478E-1
1,6.785089E-1
1,7.655513E-1
1,9.170413E-1
1,7.445096E-1
0,3.464423E-1
1,9.68792E-1
1,5.299735E-1
1,9.181603E-1
0,4.894376E-1
1,7.692823E-1
1,9.737192E-1
1,8.377533E-1
1,7.482012E-1
1,7.177427E-1
1,9.493504E-1
1,9.221392E-1
1,6.681869E-1
1,6.534202E-1
1,7.7467E-1
1,8.803386E-1
1,9.454958E-1
0,4.782505E-1
1,7.198091E-1
1,8.748547E-1
0,3.218258E-1
1,7.602786E-1
1,7.844976E-1
1,7.899507E-1
1,7.009077E-1
1,9.16323E-1
1,7.748749E-1
1,6.205102E-1
1,7.253266E-1
1,7.822137E-1
0,4.102999E-1
1,9.917477E-1
1,7.172645E-1
0,4.501196E-1
0,4.878034E-1
1,9.13044E-1
1,6.804255E-1
1,9.102752E-1
1,7.658199E-1
1,8.511875E-1
1,8.7409E-1
1,6.818601E-1
1,5.108379E-1
0,3.813653E-1
1,8.179031E-1
1,8.897395E-1
0,2.776064E-1
1,9.581752E-1
1,6.084434E-1
0,2.11162E-1
1,7.774537E-1
1,5.213003E-1
1,8.09122E-1
0,4.435439E-1
1,7.599882E-1
0,2.757916E-1
1,9.826463E-1
1,5.734668E-1
1,7.542642E-1
1,6.106298E-1
1,6.532663E-1
1,5.510504E-1
1,9.202613E-1
1,7.658567E-1
1,8.168114E-1
0,1.841469E-1
1,8.85995E-1
1,9.485179E-1
1,8.608835E-1
1,8.347213E-1
1,8.765223E-1
1,5.530553E-1
1,7.496504E-1
1,9.99901E-1
1,8.261717E-1
1,8.217902E-1
1,9.07069E-1
1,7.533221E-1
1,8.023058E-1
1,8.735589E-1
1,5.715025E-1
1,7.410571E-1
1,9.191191E-1
1,9.63012E-1
1,9.826831E-1
1,9.755983E-1
1,9.836967E-1
0,2.269159E-1
1,9.740831E-1
1,7.450947E-1
1,9.1591E-1
1,8.425156E-1
1,8.62714E-1
1,7.184164E-1
1,6.248919E-1
1,7.947387E-1
1,9.203825E-1
0,4.698596E-1
1,8.649309E-1
1,9.040259E-1
1,9.043946E-1
1,8.145067E-1
1,9.614393E-1
1,5.312926E-1
1,6.625059E-1
1,9.571493E-1
0,8.452802E-2
1,8.345213E-1
1,6.760715E-1
1,6.661399E-1
1,8.179346E-1
1,9.742148E-1
1,7.990143E-1
0,2.609984E-1
1,7.563235E-1
1,5.362656E-1
1,8.887334E-1
1,9.801417E-1
1,6.108696E-1
1,7.943075E-1
1,7.90518E-1
0,5.284374E-2
1,9.276584E-1
1,8.744036E-1
1,5.324682E-1
1,8.430742E-1
1,8.386231E-1
1,9.097222E-1
0,3.267698E-1
1,8.90241E-1
1,8.155713E-1
1,8.777644E-1
1,5.232684E-1
1,8.003338E-1
1,5.620715E-1
1,6.62785E-1
1,9.524973E-1
1,5.785887E-1
1,9.683709E-1
0,4.539444E-1
1,9.648299E-1
1,8.479561E-1
1,8.17201E-1
1,8.650242E-1
1,7.090129E-1
1,8.779834E-1
1,9.17576E-1
1,9.355081E-1
1,6.42586E-1
0,3.151929E-1
1,7.495373E-1
1,9.222924E-1
1,8.672248E-1
1,6.768146E-1
1,9.597073E-1
1,9.484888E-1
1,8.283355E-1
1,9.28461E-1
1,6.481784E-1
0,4.254399E-1
1,5.278616E-1
0,4.133489E-1
1,6.04573E-1
1,9.161179E-1
1,7.575256E-1
1,8.01103E-1
1,8.620997E-1
1,8.322038E-1
1,9.265316E-1
1,7.729821E-1
1,7.368357E-1
1,9.591012E-1
1,9.212888E-1
1,8.556804E-1
1,5.014299E-1
1,6.302937E-1
1,5.167702E-1
1,8.88531E-1
1,8.904163E-1
1,8.623065E-1
1,6.514283E-1
1,9.301384E-1
1,9.190552E-1
1,9.666739E-1
1,8.515986E-1
1,7.844038E-1
1,6.560886E-1
1,9.690501E-1
1,5.0787E-1
1,5.104215E-1
1,5.751483E-1
1,8.351559E-1
1,8.533615E-1
1,5.414928E-1
1,9.217548E-1
1,9.551867E-1
0,4.744453E-1
1,8.321855E-1
1,7.602575E-1
1,8.618274E-1
1,9.134715E-1
1,5.819468E-1
1,9.192558E-1
1,8.107571E-1
1,7.270044E-1
0,2.339805E-1
1,7.880794E-1
0,4.732931E-1
1,5.743346E-1
0,4.471095E-1
1,7.445119E-1
1,9.709372E-1
1,9.936356E-1
1,6.954431E-1
0,3.617191E-1
1,9.630323E-1
1,8.964876E-1
1,7.919004E-1
1,8.120747E-1
1,9.717925E-1
0,2.09094E-1
1,7.409195E-1
0,3.856001E-1
0,1.942093E-1
0,4.567258E-1
1,7.541794E-1
1,9.971373E-1
1,8.402629E-1
1,7.680811E-1
1,9.878704E-1
1,8.066778E-1
1,9.433614E-1
1,9.574513E-1
1,9.210288E-1
1,9.133907E-1
1,8.968338E-1
1,6.272992E-1
1,7.38904E-1
1,7.075865E-1
1,9.036556E-1
1,9.690062E-1
1,7.724522E-1
1,8.538616E-1
1,6.91774E-1
1,7.507997E-1
1,7.942332E-1
1,7.431006E-1
1,5.155213E-1
1,8.985284E-1
1,9.319529E-1
1,8.337894E-1
1,7.806278E-1
1,9.36882E-1
1,6.446829E-1
1,9.517602E-1
1,5.403973E-1
1,6.327993E-1
1,9.395462E-1
1,9.419748E-1
1,9.104263E-1
1,9.914408E-1
1,9.550601E-1
1,9.426508E-1
1,8.954808E-1
0,4.255535E-1
1,7.745759E-1
1,7.558355E-1
1,9.368088E-1
1,9.606332E-1
1,8.658386E-1
1,8.794686E-1
1,8.432735E-1
1,5.266974E-1
1,8.273876E-1
1,7.938187E-1
1,6.831373E-1
1,6.308619E-1
1,7.332964E-1
1,8.311049E-1
1,5.844975E-1
0,4.788033E-1
1,7.850142E-1
1,8.179755E-1
1,9.838963E-1
1,7.464436E-1
0,3.058357E-1
1,9.1397E-1
1,8.929176E-1
0,2.090142E-1
1,9.018149E-1
1,9.090392E-1
1,5.395031E-1
1,8.704127E-1
1,8.853637E-1
1,8.721121E-1
1,9.717545E-1
0,4.68488E-1
1,9.704166E-1
1,8.635781E-1
1,5.015373E-1
1,7.196244E-1
1,8.473453E-1
1,8.916202E-1
1,8.952064E-1
1,9.793725E-1
1,8.820416E-1
1,8.847545E-1
1,7.236697E-1
1,7.581391E-1
0,4.734927E-1
1,5.595328E-1
1,9.670156E-1
1,9.331084E-1
1,8.389512E-1
1,8.470925E-1
1,9.498467E-1
0,4.663411E-1
1,5.461569E-1
1,7.748411E-1
1,8.108319E-1
0,3.483731E-1
1,9.256295E-1
1,8.557E-1
1,7.487997E-1
1,8.851293E-1
1,9.793787E-1
0,2.759846E-1
1,9.117332E-1
1,8.129111E-1
1,9.481337E-1
1,9.006461E-1
1,9.366656E-1
1,9.706105E-1
1,7.764915E-1
1,9.921508E-1
1,8.547014E-1
1,8.200795E-1
0,4.774182E-1
1,8.617269E-1
0,3.974116E-1
1,9.240437E-1
1,8.942979E-1
1,9.384274E-1
1,9.877125E-1
0,4.124797E-1
1,5.938005E-1
1,5.628797E-1
1,9.622143E-1
1,9.20125E-1
0,2.797927E-1
1,9.506282E-1
1,5.60666E-1
1,7.321274E-1
0,3.121475E-1
1,8.385347E-1
1,7.759654E-1
1,8.64256E-1
0,4.982001E-1
1,8.854229E-1
1,5.623787E-1
1,6.234909E-1
1,7.802175E-1
1,6.375838E-1
1,8.263192E-1
1,6.225553E-1
1,9.741235E-1
1,9.424288E-1
1,9.451125E-1
1,6.621471E-1
1,6.893273E-1
1,6.874514E-1
0,4.310994E-1
1,7.200937E-1
1,8.425712E-1
1,9.288109E-1
1,8.072113E-1
1,9.281444E-1
1,9.052218E-1
1,9.666401E-1
1,5.263518E-1
1,9.305211E-1
0,4.273133E-1
1,8.190329E-1
1,8.336149E-1
1,7.598427E-1
1,8.740513E-1
1,7.206987E-1
1,9.332038E-1
0,4.613969E-1
1,9.76665E-1
1,9.426164E-1
0,3.263244E-1
1,7.07823E-1
1,9.82843E-1
1,8.681665E-1
1,7.970197E-1
1,9.414201E-1
1,8.58209E-1
1,6.507947E-1
0,1.638766E-1
0,4.245555E-1
1,9.313333E-1
1,9.099929E-1
1,8.995055E-1
1,9.765591E-1
1,9.672593E-1
1,9.481811E-1
1,9.363677E-1
1,9.719684E-1
0,4.984321E-1
1,8.334905E-1
1,9.342314E-1
1,5.984082E-1
0,4.361071E-1
1,5.147576E-1
1,8.614257E-1
1,9.723139E-1
1,6.048468E-1
0,3.05644E-1
1,9.738727E-1
1,9.676586E-1
1,9.182612E-1
0,4.740503E-1
1,7.343044E-1
1,7.351335E-1
1,7.275805E-1
1,8.096532E-1
1,9.40915E-1
1,8.005314E-1
1,8.691857E-1
1,6.015552E-1
1,8.672105E-1
1,8.593366E-1
1,9.206184E-1
0,3.540839E-1
1,9.633916E-1
1,5.302467E-1
1,9.536764E-1
1,5.451428E-1
1,8.691275E-1
1,6.557486E-1
1,9.334179E-1
1,7.164303E-1
1,8.577573E-1
1,9.35918E-1
1,9.465918E-1
0,3.19947E-1
1,8.825347E-1
1,9.685127E-1
1,9.13431E-1
1,5.748607E-1
1,6.96063E-1
1,9.7347E-1
1,9.876365E-1
1,8.343036E-1
1,8.28208E-1
1,8.394554E-1
1,5.996991E-1
1,7.478347E-1
0,4.644108E-1
0,3.660116E-1
1,8.196994E-1
1,8.70299E-1
1,9.512891E-1
0,4.004478E-1
1,6.558116E-1
1,6.605297E-1
1,9.451741E-1
1,7.989965E-1
1,5.549167E-1
1,9.415399E-1
1,9.586706E-1
1,9.384479E-1
1,5.859032E-1
1,6.64241E-1
0,4.906845E-1
1,9.388192E-1
1,6.59286E-1
1,7.943037E-1
1,7.397698E-1
1,9.234329E-1
1,7.165785E-1
1,8.388471E-1
1,8.827839E-1
1,8.834265E-1
1,8.620234E-1
1,5.011352E-1
1,8.586047E-1
1,9.482013E-1
0,3.492215E-1
1,7.690423E-1
1,9.276236E-1
1,7.210412E-1
1,6.125203E-1
1,8.390133E-1
1,8.420971E-1
1,9.874436E-1
1,8.131612E-1
1,8.412818E-1
1,8.938022E-1
1,9.476343E-1
1,9.13041E-1
0,3.451557E-1
1,6.305043E-1
1,9.669598E-1
1,7.265196E-1
1,7.902698E-1
1,6.080165E-1
1,7.612685E-1
1,7.882968E-1
0,4.62837E-1
1,9.066958E-1
1,7.300702E-1
1,8.969662E-1
1,9.469063E-1
1,9.325453E-1
1,6.408624E-1
1,9.772088E-1
0,4.849188E-1
1,8.832903E-1
1,5.882602E-1
1,8.506604E-1
1,7.737848E-1
1,5.927864E-1
1,8.648747E-1
1,8.967874E-1
1,7.288267E-1
1,9.143975E-1
1,7.830069E-1
1,8.442163E-1
0,3.326093E-1
1,6.084825E-1
1,5.638815E-1
1,7.00685E-1
1,9.286415E-1
1,9.470135E-1
1,8.541821E-1
1,9.845437E-1
1,7.38926E-1
1,6.091906E-1
1,9.64901E-1
1,8.839104E-1
0,3.103583E-1
1,7.981916E-1
1,9.757577E-1
1,9.920072E-1
1,8.271823E-1
1,8.983213E-1
1,5.493683E-1
1,7.982701E-1
1,9.828645E-1
1,9.211695E-1
1,6.155192E-1
1,7.714009E-1
1,8.450311E-1
1,6.127393E-1
1,9.874014E-1
1,8.134315E-1
1,8.131722E-1
1,8.488056E-1
1,9.151603E-1
1,9.597348E-1
1,9.237265E-1
1,9.115971E-1
1,8.384182E-1
1,8.372736E-1
1,9.44457E-1
1,6.315454E-1
1,9.972748E-1
0,4.628009E-1
1,7.363556E-1
0,5.675885E-2
1,9.02266E-1
1,8.432595E-1
1,9.710658E-1
0,3.222893E-1
1,8.45805E-1
1,8.963805E-1
1,9.811973E-1
0,1.826077E-1
1,8.95161E-1
0,4.927623E-1
1,9.626932E-1
0,2.517802E-1
1,8.789332E-1
1,9.227338E-1
1,9.360391E-1
0,3.21396E-1
1,9.441248E-1
1,6.098839E-1
1,7.384189E-1
1,9.597158E-1
1,9.851584E-1
1,6.439035E-1
0,4.313322E-1
1,8.965257E-1
1,8.789463E-1
1,8.330442E-1
1,9.572615E-1
1,9.266912E-1
1,7.747291E-1
1,9.279713E-1
0,4.948488E-1
1,7.281952E-1
1,6.844942E-1
1,8.157472E-1
1,9.361054E-1
1,9.822778E-1
1,9.108923E-1
1,8.140462E-1
1,6.338485E-1
1,7.781585E-1
1,9.603606E-1
1,9.304976E-1
1,8.83137E-1
1,8.563342E-1
1,5.359434E-1
1,5.969638E-1
1,9.783972E-1
1,7.864299E-1
1,7.517403E-1
1,9.035038E-1
1,8.691702E-1
1,9.399421E-1
1,7.880166E-1
1,6.457443E-1
1,7.055136E-1
0,3.379071E-1
1,5.631424E-1
0,3.949313E-1
0,3.73432E-1
1,9.607305E-1
1,9.100092E-1
1,9.1595E-1
1,9.359158E-1
1,8.354663E-1
1,9.529267E-1
1,9.726923E-1
0,3.712447E-1
1,7.783127E-1
1,9.170216E-1
1,6.127898E-1
1,9.179882E-1
0,4.680373E-1
0,2.778554E-1
0,3.515577E-1
1,9.114871E-1
1,9.883412E-1
1,7.587724E-1
1,9.078488E-1
1,6.096999E-1
0,4.946174E-1
1,9.197317E-1
1,8.610241E-1
1,9.847624E-1
1,9.892063E-1
1,8.165355E-1
1,8.86784E-1
1,8.283485E-1
0,3.457622E-1
1,6.17134E-1
1,9.891322E-1
1,7.130438E-1
